strategy,probe,threshold,cost,accuracy,frac_escalated,target_escalation_rate
probe_cascade,SEPs_logreg,0.9985998438217872,12.545802469135806,0.759,0.82,0.8200000000000001
probe_cascade,SEPs_logreg,0.9988454056730833,12.686604938271609,0.759,0.83,0.8300000000000001
probe_cascade,SEPs_logreg,0.9990754398745757,12.827407407407412,0.763,0.84,0.84
probe_cascade,SEPs_logreg,0.999260778500455,12.968209876543213,0.762,0.85,0.85
probe_cascade,SEPs_logreg,0.9994641885984026,13.109012345679018,0.761,0.86,0.86
probe_cascade,SEPs_logreg,0.9995614071074632,13.249814814814819,0.761,0.87,0.87
probe_cascade,SEPs_logreg,0.9996477514489341,13.390617283950622,0.761,0.88,0.88
probe_cascade,SEPs_logreg,0.9996989524576773,13.531419753086423,0.763,0.89,0.89
probe_cascade,SEPs_logreg,0.9997689847064548,13.672222222222226,0.763,0.9,0.9
probe_cascade,SEPs_logreg,0.9998448731552898,13.813024691358029,0.763,0.91,0.91
probe_cascade,SEPs_logreg,0.999917305564507,13.95382716049383,0.765,0.92,0.92
probe_cascade,SEPs_logreg,0.9999421844141976,14.094629629629635,0.765,0.93,0.93
probe_cascade,SEPs_logreg,0.9999563667381758,14.235432098765436,0.765,0.94,0.9400000000000001
probe_cascade,SEPs_logreg,0.9999677078315782,14.376234567901237,0.763,0.95,0.9500000000000001
probe_cascade,SEPs_logreg,0.9999769519749341,14.51703703703704,0.763,0.96,0.96
probe_cascade,SEPs_logreg,0.9999915806722315,14.657839506172845,0.764,0.97,0.97
probe_cascade,SEPs_logreg,0.9999953409906115,14.798641975308646,0.764,0.98,0.98
probe_cascade,SEPs_logreg,0.9999981532079157,14.93944444444445,0.764,0.99,0.99
probe_cascade,SEPs_logreg,1.9999999716758872,15.080246913580252,0.764,1.0,1.0
probe_cascade,SEPs_ridge,-3.2406477370359354,1.0,0.566,0.0,0.0
probe_cascade,SEPs_ridge,-1.9381051180398536,1.1408024691358025,0.572,0.01,0.01
probe_cascade,SEPs_ridge,-1.8244825569233603,1.281604938271605,0.574,0.02,0.02
probe_cascade,SEPs_ridge,-1.759657840621458,1.4224074074074073,0.58,0.03,0.03
probe_cascade,SEPs_ridge,-1.5313201182967406,1.5632098765432096,0.586,0.04,0.04
probe_cascade,SEPs_ridge,-1.4116501333993436,1.7040123456790122,0.59,0.05,0.05
probe_cascade,SEPs_ridge,-1.384640169549238,1.8448148148148147,0.594,0.06,0.06
probe_cascade,SEPs_ridge,-1.3419143975942591,1.985617283950617,0.598,0.07,0.07
probe_cascade,SEPs_ridge,-1.289598632277116,2.1264197530864193,0.601,0.08,0.08
probe_cascade,SEPs_ridge,-1.2584282694502555,2.2672222222222222,0.607,0.09,0.09
probe_cascade,SEPs_ridge,-1.2430131486510037,2.4080246913580248,0.612,0.1,0.1
probe_cascade,SEPs_ridge,-1.2018464694275766,2.5488271604938273,0.616,0.11,0.11
probe_cascade,SEPs_ridge,-1.1556893903970271,2.6896296296296294,0.626,0.12,0.12
probe_cascade,SEPs_ridge,-1.1305987874132841,2.830432098765432,0.627,0.13,0.13
probe_cascade,SEPs_ridge,-1.1001969410817312,2.971234567901235,0.63,0.14,0.14
probe_cascade,SEPs_ridge,-1.0527410921929088,3.112037037037037,0.634,0.15,0.15
probe_cascade,SEPs_ridge,-1.0410091716132037,3.25283950617284,0.638,0.16,0.16
probe_cascade,SEPs_ridge,-1.0173838454933486,3.393641975308642,0.642,0.17,0.17
probe_cascade,SEPs_ridge,-0.9591111220853231,3.5344444444444445,0.646,0.18,0.18
probe_cascade,SEPs_ridge,-0.9404887343975189,3.675246913580247,0.646,0.19,0.19
probe_cascade,SEPs_ridge,-0.9179369692220222,3.8160493827160495,0.646,0.2,0.2
probe_cascade,SEPs_ridge,-0.8940109499224962,3.9568518518518516,0.65,0.21,0.21
probe_cascade,SEPs_ridge,-0.8760054049577969,4.097654320987655,0.652,0.22,0.22
probe_cascade,SEPs_ridge,-0.8535663460709919,4.238456790123457,0.655,0.23,0.23
probe_cascade,SEPs_ridge,-0.8388710360570643,4.379259259259259,0.66,0.24,0.24
probe_cascade,SEPs_ridge,-0.8244477220378499,4.520061728395063,0.66,0.25,0.25
probe_cascade,SEPs_ridge,-0.8043906215727197,4.660864197530865,0.66,0.26,0.26
probe_cascade,SEPs_ridge,-0.7689791194668312,4.801666666666667,0.661,0.27,0.27
probe_cascade,SEPs_ridge,-0.7406399412520334,4.94246913580247,0.668,0.28,0.28
probe_cascade,SEPs_ridge,-0.7247728860874855,5.083271604938272,0.671,0.29,0.29
probe_cascade,SEPs_ridge,-0.7098288204513595,5.224074074074075,0.671,0.3,0.3
probe_cascade,SEPs_ridge,-0.6956825294924259,5.364876543209877,0.675,0.31,0.31
probe_cascade,SEPs_ridge,-0.6729190051902061,5.50567901234568,0.681,0.32,0.32
probe_cascade,SEPs_ridge,-0.6584371479468888,5.646481481481482,0.683,0.33,0.33
probe_cascade,SEPs_ridge,-0.6436651522781606,5.787283950617284,0.687,0.34,0.34
probe_cascade,SEPs_ridge,-0.6303974894751164,5.928086419753086,0.689,0.35,0.35000000000000003
probe_cascade,SEPs_ridge,-0.6077091438948818,6.06888888888889,0.687,0.36,0.36
probe_cascade,SEPs_ridge,-0.5912150411095518,6.209691358024692,0.689,0.37,0.37
probe_cascade,SEPs_ridge,-0.5644189563786541,6.350493827160494,0.692,0.38,0.38
probe_cascade,SEPs_ridge,-0.5513345337674793,6.491296296296297,0.696,0.39,0.39
probe_cascade,SEPs_ridge,-0.5342849975179352,6.6320987654321,0.701,0.4,0.4
probe_cascade,SEPs_ridge,-0.5220226580663199,6.772901234567902,0.699,0.41,0.41000000000000003
probe_cascade,SEPs_ridge,-0.4990804077533855,6.913703703703704,0.701,0.42,0.42
probe_cascade,SEPs_ridge,-0.4748176655728128,7.054506172839507,0.707,0.43,0.43
probe_cascade,SEPs_ridge,-0.46405268347113837,7.195308641975309,0.705,0.44,0.44
probe_cascade,SEPs_ridge,-0.44671329139129823,7.336111111111112,0.703,0.45,0.45
probe_cascade,SEPs_ridge,-0.436085852188967,7.476913580246915,0.705,0.46,0.46
probe_cascade,SEPs_ridge,-0.42205909293105537,7.617716049382717,0.703,0.47,0.47000000000000003
probe_cascade,SEPs_ridge,-0.4144349042274976,7.758518518518519,0.704,0.48,0.48
probe_cascade,SEPs_ridge,-0.39973527540491083,7.899320987654322,0.705,0.49,0.49
probe_cascade,SEPs_ridge,-0.3802032861926802,8.040123456790125,0.706,0.5,0.5
probe_cascade,SEPs_ridge,-0.37105629233179005,8.180925925925926,0.708,0.51,0.51
probe_cascade,SEPs_ridge,-0.36197697345671626,8.32172839506173,0.71,0.52,0.52
probe_cascade,SEPs_ridge,-0.3430325569130029,8.462530864197532,0.71,0.53,0.53
probe_cascade,SEPs_ridge,-0.32725282649604015,8.603333333333333,0.714,0.54,0.54
probe_cascade,SEPs_ridge,-0.3118105374999226,8.744135802469136,0.72,0.55,0.55
probe_cascade,SEPs_ridge,-0.2999805868710008,8.884938271604941,0.722,0.56,0.56
probe_cascade,SEPs_ridge,-0.28162717624169986,9.025740740740742,0.727,0.57,0.5700000000000001
probe_cascade,SEPs_ridge,-0.26467537756150566,9.166543209876545,0.729,0.58,0.58
probe_cascade,SEPs_ridge,-0.2556198260935379,9.307345679012347,0.733,0.59,0.59
probe_cascade,SEPs_ridge,-0.24399561158294444,9.44814814814815,0.735,0.6,0.6
probe_cascade,SEPs_ridge,-0.2293300993025431,9.588950617283952,0.733,0.61,0.61
probe_cascade,SEPs_ridge,-0.21903183775763058,9.729753086419754,0.733,0.62,0.62
probe_cascade,SEPs_ridge,-0.19203736914145034,9.870555555555558,0.735,0.63,0.63
probe_cascade,SEPs_ridge,-0.18430104217754897,10.011358024691361,0.735,0.64,0.64
probe_cascade,SEPs_ridge,-0.17331734791193767,10.152160493827163,0.739,0.65,0.65
probe_cascade,SEPs_ridge,-0.1575143454514832,10.292962962962966,0.739,0.66,0.66
probe_cascade,SEPs_ridge,-0.14117265963862163,10.433765432098768,0.741,0.67,0.67
probe_cascade,SEPs_ridge,-0.12740133090122518,10.574567901234571,0.741,0.68,0.68
probe_cascade,SEPs_ridge,-0.11218901051888254,10.715370370370373,0.745,0.69,0.6900000000000001
